timestamp,economy,jobs,Income tax,nuclear warfare,missiles,energy,Terrorism ,Tropical cyclone,unemployment,military,Substance Abuse,immigration,gun violence,gun control,wages,security,trade,education,Murder,police,women's rights,War in Afghanistan,Health Care,Petroleum,Global warming
us 2016-01-12T02:59:00Z,1266.57097,44329.98396,1078.930826,140.730108,187.640144,3518.252695,516.010395,375.280287,2955.332264,4456.453414,328.370252,2251.681725,93.820072,516.010395,1266.57097,2110.951617,4221.903234,6379.764887,11915.14913,5816.844456,46.910036,46.910036,2157.861653,2486.231904,375.280287
us 2016-01-12T03:00:00Z,1429.909085,39253.3107,876.395891,0,46.1261,4012.970659,784.143692,276.756597,2952.07037,4197.475057,322.882697,2490.809375,92.252199,738.017592,1060.900289,2260.178877,3828.466261,5535.131944,11531.52488,5858.01464,138.378299,46.1261,1798.917882,2306.304977,322.882697
us 2016-01-12T03:01:00Z,1205.567869,39691.00368,788.255914,46.367995,231.839975,3663.071601,370.94396,463.67995,2735.711702,4775.90348,370.94396,2272.031753,185.47198,510.047945,880.991904,2179.295763,3987.647566,6491.519294,12287.51866,5517.7914,231.839975,46.367995,2040.191778,2642.975712,510.047945
us 2016-01-12T03:02:00Z,1155.963568,39013.77042,866.972676,48.165149,192.660595,3853.211893,963.302973,674.312081,2360.092284,3853.211893,144.495446,2263.761987,96.330297,722.47723,1011.468122,2408.257433,4045.872488,5876.148137,11752.29627,6213.304177,481.651487,0,1685.780203,2215.596838,240.825743
us 2016-01-12T03:03:00Z,1408.922854,42024.76789,1020.254481,145.75064,145.75064,4178.185016,874.503841,583.00256,3352.264722,5101.272403,97.167093,2574.927975,97.167093,631.586107,1020.254481,1749.007681,4178.185016,6996.030724,10736.96382,6218.693977,242.917733,0,1894.758321,1943.341868,242.917733
us 2016-01-12T03:04:00Z,967.57183,38944.76616,822.436056,0,96.757183,3289.744222,677.300281,580.543098,2177.036618,4595.966193,193.514366,2128.658026,96.757183,725.678873,822.436056,2467.308167,4982.994925,6821.381402,12094.64788,5950.566755,290.271549,96.757183,2322.172392,2322.172392,435.407324
us 2016-01-12T03:05:00Z,867.160187,42947.24928,1095.360237,45.64001,182.560039,3468.640749,502.040108,502.040108,2373.280513,3925.040848,365.120079,2099.440453,228.200049,228.200049,1232.280266,2327.640503,4016.320868,6252.681351,10451.56226,4837.841045,91.28002,0,2920.960631,2555.840552,228.200049
us 2016-01-12T03:06:00Z,1101.612761,41200.31726,925.354719,176.258042,308.451573,3348.902794,837.225698,484.709615,2247.290033,4714.902617,176.258042,2247.290033,88.129021,308.451573,1013.48374,1762.580418,3260.773773,6565.612056,11721.15978,5904.644399,308.451573,0,1410.064334,2643.870627,396.580594
us 2016-01-12T03:07:00Z,1580.271192,43984.21485,790.135596,0,87.792844,3906.781558,614.549908,482.860642,3292.23165,4126.263668,307.274954,2194.8211,43.896422,877.92844,1229.099816,1624.167614,3380.024494,5926.01697,10754.62339,4301.849356,307.274954,0,2019.235412,2721.578164,263.378532
us 2016-01-12T03:08:00Z,1296.732681,40064.56835,1162.587921,0,223.5746,3487.763762,670.7238,626.00888,2459.320602,5276.360563,626.00888,1609.737121,223.5746,715.43872,581.29396,3130.044402,4337.347243,5544.650083,10999.87033,4650.351683,223.5746,0,2414.605681,4069.057722,357.71936
us 2016-01-12T03:09:00Z,1338.180521,38227.35687,936.726364,89.212035,267.636104,3746.905458,401.454156,669.09026,2988.603163,4326.783683,401.454156,1695.028659,178.424069,892.120347,936.726364,2364.11892,4371.3897,6066.41836,11196.11036,5620.358186,312.242121,0,1828.846711,3033.20918,356.848139
us 2016-01-12T03:10:00Z,1109.513412,41806.46536,798.849656,88.761073,399.424828,3284.159699,710.088584,488.185901,2795.973798,4571.195257,266.283219,2307.787897,266.283219,665.708047,887.610729,3017.87648,4526.81472,5725.089205,11538.93948,5192.522767,88.761073,0,2485.310042,3195.398626,488.185901
us 2016-01-12T03:11:00Z,1249.598343,42486.34368,758.684708,89.257025,267.771074,3838.052055,624.799172,446.285123,3079.367346,4462.851226,312.399586,1874.397515,0,535.542147,714.056196,2142.168589,4864.507837,5176.907423,11067.87104,5489.307008,89.257025,0,2142.168589,2722.339248,267.771074
us 2016-01-12T03:12:00Z,1457.597173,41077.73852,839.222615,0,176.678445,3842.756184,883.392226,485.865724,2296.819788,4858.657244,309.187279,1634.275618,88.339223,618.374558,1015.90106,1722.614841,4505.300353,5786.219081,10291.51944,4902.826855,220.848057,44.169611,2871.024735,3798.586572,132.508834
us 2016-01-12T03:13:00Z,1324.596881,40091.13227,971.371046,0,44.153229,4194.55679,618.145211,618.145211,3179.032514,4327.016478,353.225835,1898.588863,44.153229,883.064587,706.45167,2428.427615,3885.484184,5916.532735,11700.60578,5254.234295,176.612917,88.306459,2075.20178,2472.580845,397.379064
us 2016-01-12T03:14:00Z,1435.698647,42936.36266,672.983741,44.865583,314.059079,3409.784286,493.52141,493.52141,2647.06938,4845.482933,224.327914,1974.085639,89.731165,448.655827,1031.908402,2557.338215,4666.020602,6684.971824,11306.12684,5428.735508,134.596748,0,1704.892143,2871.397294,403.790244
us 2016-01-12T03:15:00Z,1436.736453,43551.07374,1436.736453,89.796028,224.490071,2873.472906,538.77617,314.286099,2469.390779,4848.985529,179.592057,2244.900708,134.694042,583.674184,1032.654326,1885.716595,4355.107374,5971.435883,12302.05588,6016.333898,269.388085,44.898014,2200.002694,2514.288793,314.286099
us 2016-01-12T03:16:00Z,1311.481341,40203.68662,723.575912,0,45.223495,3391.762088,497.45844,497.45844,3165.644616,4386.678967,226.117473,2170.727736,135.670484,452.234945,1175.810857,2487.292198,4296.231978,5381.595847,10401.40374,6150.395253,407.011451,90.446989,2215.951231,2351.621715,271.340967
us 2016-01-12T03:17:00Z,1531.379773,38644.81898,1126.014539,0,90.081163,3378.043617,810.730468,675.608723,3513.165362,5269.748043,180.162326,2432.191404,0,540.486979,765.689887,2522.272568,4413.976993,5810.235022,10224.21202,5494.950951,405.365234,0,2252.029078,2792.516057,270.243489
us 2016-01-12T03:18:00Z,1027.331484,40914.59302,1384.664174,44.666586,223.332931,3975.326178,312.666104,446.665863,3573.326901,4689.991558,267.999518,1920.663209,133.999759,714.66538,535.999035,2858.661521,5091.990834,6253.322077,11523.97926,5404.656938,223.332931,89.333173,2456.662245,2903.328107,44.666586
us 2016-01-12T03:19:00Z,1397.85722,41033.87324,676.382526,45.092168,135.276505,4283.755997,946.935536,541.106021,3021.175282,4238.663829,315.645179,1623.318062,180.368674,405.829516,766.566863,2705.530104,5140.507197,5907.074059,11814.14812,5771.797554,135.276505,90.184337,1938.963241,3156.451787,135.276505
us 2016-01-12T03:20:00Z,1604.260917,41435.76769,1008.392576,137.508079,91.672052,3208.521834,641.704367,412.524236,2887.669651,5271.143013,412.524236,2062.621179,137.508079,687.540393,870.884498,2429.309389,4354.422489,5729.503275,10542.28603,5500.323144,137.508079,45.836026,2154.293231,2383.473362,320.852183
us 2016-01-12T03:21:00Z,1098.383089,42287.74891,1235.680975,45.765962,228.82981,3020.553494,640.723468,366.127696,2242.532139,4759.66005,137.297886,1830.638481,45.765962,778.021354,1189.915013,1922.170405,4073.17062,5858.043139,10388.87338,4851.191974,137.297886,45.765962,2196.766177,2700.191759,320.361734
us 2016-01-12T03:22:00Z,1093.179924,39400.02642,683.237452,0,409.942471,3416.187262,728.786616,592.139125,2641.851482,4509.367185,136.64749,1548.671559,0,683.237452,910.98327,2231.909011,4099.424714,5921.391254,11250.64338,5602.547109,227.745817,45.549163,2140.810684,2505.203992,318.844144
us 2016-01-12T03:23:00Z,1448.416021,41913.53862,1267.364019,0,135.789002,3258.936048,588.419009,543.156008,2263.150033,5024.193074,226.315003,2263.150033,45.263001,724.208011,1267.364019,1901.046028,3983.144059,6155.76809,11315.75017,4888.404072,271.578004,45.263001,1991.572029,2489.465037,316.841005
us 2016-01-12T03:24:00Z,1421.066625,41623.49986,1421.066625,0,183.363435,4309.040734,687.612883,733.453742,2933.814968,5180.017053,229.204294,2062.838649,45.840859,366.726871,870.976319,2521.247238,4584.085887,5913.470795,9718.262081,5684.2665,275.045153,0,2475.406379,2612.928956,137.522577
us 2016-01-12T03:25:00Z,1108.71403,43332.24002,1663.071045,138.589254,184.785672,3741.909852,739.142687,277.178508,2217.428061,5959.337913,184.785672,1940.249553,46.196418,461.964179,1201.106866,1940.249553,3279.945673,6698.4806,11271.92598,5035.409554,277.178508,46.196418,2125.035225,2679.39224,461.964179
us 2016-01-12T03:26:00Z,1250.046298,41020.03778,833.364199,138.894033,138.894033,2685.28464,694.470166,462.98011,2777.880662,5463.165302,231.490055,2222.30453,92.596022,509.278121,787.066188,3194.562762,4120.522982,5416.867291,12130.07889,5463.165302,185.192044,0,2268.602541,3148.264751,324.086077
us 2016-01-12T03:27:00Z,1424.975063,42226.76103,1187.479219,47.499169,142.497506,3989.930176,664.988363,617.489194,2232.460932,5414.905239,189.996675,2564.955113,142.497506,759.9867,759.9867,2422.457607,3799.933501,5652.401083,10117.32295,6269.890277,142.497506,0,2232.460932,3087.44597,474.991688
us 2016-01-12T03:28:00Z,1097.019446,40542.023,906.233455,47.696498,190.785991,3911.112807,810.84046,190.785991,2623.307371,4054.2023,286.178986,1860.163408,238.482488,810.84046,1001.626451,2098.645896,3720.326816,6009.758703,11637.94543,5437.400732,238.482488,47.696498,2241.735389,2766.396863,333.875484
us 2016-01-12T03:29:00Z,1156.136193,41861.76465,1156.136193,0,240.861707,3805.614968,674.412779,722.585121,2649.478775,5009.923502,289.034048,1637.859607,144.517024,770.757462,770.757462,2890.340482,4046.476675,6744.127792,10597.9151,5780.680964,96.344683,48.172341,2360.444727,2119.58302,433.551072
us 2016-01-12T03:30:00Z,1410.595028,41685.51514,875.541741,0,243.206039,4134.502668,1021.465365,632.335702,1945.648314,4280.426292,389.129663,1653.801067,48.641208,729.618118,826.900534,2286.136769,3696.731797,5934.227359,10117.37124,5010.044409,145.923624,48.641208,2723.90764,1945.648314,437.770871
us 2016-01-12T03:31:00Z,1400.695518,42503.86399,1255.795981,0,241.499227,3960.587326,531.2983,434.698609,3091.190108,4636.785162,338.098918,2270.092736,48.299845,579.598145,965.996909,1497.295209,4491.885626,6713.678516,10770.86553,5699.381762,144.899536,48.299845,2704.791345,2994.590417,289.799073
us 2016-01-12T03:32:00Z,1784.35124,41535.73163,1239.132805,0,198.261249,4163.486226,396.522498,297.391873,2081.743113,4956.531221,346.957185,2280.004362,49.565312,842.610308,793.044995,1784.35124,3519.137167,5947.837465,11598.28306,6939.14371,247.826561,49.565312,1734.785927,2577.396235,346.957185
us 2016-01-12T03:33:00Z,1135.746383,38467.23619,790.08444,49.380278,296.281665,3505.999704,345.661943,691.323885,3012.196929,5135.548862,197.52111,2567.774431,0,790.08444,888.844995,2715.915263,3308.478594,5678.731914,10468.61883,5629.351637,197.52111,98.760555,1876.450546,2123.351933,493.802775
us 2016-01-12T03:34:00Z,1355.157827,42106.68964,871.172889,0,193.593975,3387.894569,725.977408,532.383432,2565.120173,3920.278001,338.789457,1839.142766,48.398494,774.375901,1209.962346,2855.511136,3920.278001,5420.63131,12051.22497,6098.210224,387.187951,0,2323.127704,2613.518667,145.195482
us 2016-01-12T03:35:00Z,1290.014333,39655.99618,430.004778,0,95.556617,3296.703297,716.67463,430.004778,3201.146679,4634.495939,334.448161,2006.688963,143.334926,764.452938,1003.344482,2388.915432,4252.26947,6067.845198,9890.10989,6067.845198,238.891543,0,2197.802198,2675.585284,573.339704
us 2016-01-12T03:36:00Z,1005.992843,42251.69941,910.184001,0,191.617684,3449.118319,910.184001,239.522105,2059.890107,3592.831582,143.713263,2778.456424,143.713263,431.13979,1005.992843,1964.081265,4167.684636,5413.199584,10299.45054,5556.912847,287.426527,47.904421,2203.603371,2634.74316,335.330948
us 2016-01-12T03:37:00Z,484.801474,42032.28778,1018.083095,48.480147,242.400737,3442.090464,775.682358,242.400737,2569.447811,4460.173559,387.841179,2472.487516,145.440442,533.281621,1066.563242,2084.646337,4363.213264,5381.296359,10617.15228,4848.014738,145.440442,48.480147,1599.844864,3005.769138,290.880884
us 2016-01-12T03:38:00Z,1380.827214,40043.98921,936.989895,98.630515,98.630515,3156.176489,739.728865,443.837319,2021.925564,5178.102053,493.152576,1380.827214,49.315258,542.467834,1183.566184,2416.447625,3797.274839,5326.047826,10898.67194,5967.146175,197.261031,0,2317.817109,2120.556079,443.837319
us 2016-01-12T03:39:00Z,1466.980297,38445.00089,708.197385,0,252.927637,3136.302704,607.02633,505.855275,2782.204011,4198.598781,303.513165,1871.664517,101.171055,607.02633,1315.223714,2326.934264,3945.671143,5210.309331,11078.23052,4603.283001,252.927637,0,2478.690847,2225.763209,404.68422
us 2016-01-12T03:40:00Z,1470.155837,40606.71811,1165.985663,50.695029,101.390058,3041.701731,861.81549,557.645317,2331.971327,4055.602308,253.475144,2078.496183,304.170173,709.730404,1115.290635,2281.276298,4207.687394,5120.197913,10544.566,4663.942654,152.085087,101.390058,2078.496183,1875.716067,101.390058
us 2016-01-12T03:41:00Z,1361.955349,39915.7683,838.126369,0,261.91449,4085.866046,209.531592,576.211878,3142.973882,5395.438497,419.063184,1885.784329,104.765796,419.063184,733.360572,2514.379106,4347.780537,6705.010948,11733.76916,6128.79907,209.531592,52.382898,1728.635635,2200.081717,471.446082
us 2016-01-12T03:42:00Z,1468.778331,37985.64649,962.303044,0,253.237643,5267.34298,557.122815,354.532701,2734.966547,4912.810279,303.885172,1316.835745,0,354.532701,1266.188216,2025.901146,3899.859706,6027.05591,11294.39889,5621.875681,253.237643,50.647529,2684.319019,3342.736891,405.180229
us 2016-01-12T03:43:00Z,860.852722,39981.82644,573.901815,95.650302,334.776059,4256.438461,621.726966,1004.328176,2726.033621,4304.263612,239.125756,1721.705445,191.300605,621.726966,765.20242,2199.956957,4160.788158,5643.367847,11095.43509,5212.941486,239.125756,47.825151,2056.481504,2391.257562,286.950907
us 2016-01-12T03:44:00Z,1076.800337,39205.32135,832.072987,0,97.89094,3524.073829,734.182048,342.618289,2887.782721,4992.437925,391.563759,1762.036915,0,734.182048,929.963927,2055.709734,4062.473998,6705.52937,10425.38508,5286.110744,146.83641,48.94547,2300.437083,2398.328023,244.727349
us 2016-01-12T03:45:00Z,1093.357851,40752.42899,1391.546356,49.698084,149.094252,3677.658226,745.471262,447.282757,2783.092712,4721.317993,248.490421,1789.131029,149.094252,298.188505,1391.546356,2633.998459,3876.450563,5914.072013,11480.25744,6361.35477,49.698084,99.396168,1938.225281,2981.885048,49.698084
us 2016-01-12T03:46:00Z,917.2068,38165.99405,1121.030533,0,152.8678,2904.488199,662.427133,560.515266,2293.016999,5350.372997,254.779667,1936.325466,101.911867,356.691533,662.427133,2343.972932,3770.739065,6522.359464,10649.79006,6216.623864,305.7356,0,2089.193266,2955.444132,458.6034
us 2016-01-12T03:47:00Z,1479.357857,41422.01999,714.172758,0,408.098719,3213.777413,561.135739,510.123399,2703.654014,4591.11059,459.111059,2040.493595,51.01234,561.135739,1071.259138,2346.567635,3927.950171,6274.517806,10712.59138,5764.394407,102.02468,0,2040.493595,3009.728053,408.098719
us 2016-01-12T03:48:00Z,1120.465299,40591.40196,1171.39554,50.930241,305.581445,3870.698305,458.372168,509.302408,2852.093488,3208.605173,305.581445,2037.209634,203.720963,814.883854,865.814094,2037.209634,4838.372881,6671.861551,10848.1413,5856.977698,101.860482,0,2037.209634,2139.070116,254.651204
us 2016-01-12T03:49:00Z,1159.443669,40782.17078,1260.264857,50.410594,151.231783,3327.099223,705.74832,554.516537,2974.225063,4990.648835,100.821189,2318.887337,50.410594,604.927131,705.74832,1764.3708,4385.721703,6301.324286,11493.6155,5898.039532,151.231783,50.410594,2570.940309,2621.350903,151.231783
us 2016-01-12T03:50:00Z,1215.856641,38252.72048,794.983188,46.763717,280.582302,4115.207093,420.873453,187.054868,2572.004433,5237.5363,233.818585,2338.185848,233.818585,607.928321,935.274339,2338.185848,4021.679659,5798.700904,9680.089412,4863.426565,327.346019,0,1964.076113,2852.586735,327.346019
us 2016-01-12T03:51:00Z,1153.96266,40052.12065,817.390217,48.081777,240.408887,3317.642647,480.817775,288.490665,2692.579539,4760.095971,96.163555,1971.352877,96.163555,288.490665,625.063107,2692.579539,4519.687084,5769.813298,10289.50038,4904.341304,144.245332,0,2356.007097,2404.088874,240.408887
us 2016-01-12T03:52:00Z,1272.361758,41326.3099,966.994936,0,101.788941,3359.035041,458.050233,458.050233,2086.673283,5191.235972,254.472352,1933.989872,152.683411,559.839173,1068.783877,1730.411991,5242.130443,6361.808789,11705.72817,5394.813853,0,0,1628.62305,2544.723516,152.683411
us 2016-01-12T03:53:00Z,575.67511,38046.89135,785.011514,52.334101,209.336404,3558.718861,523.341009,680.343312,3244.714256,4082.05987,418.672807,2669.039146,314.004605,575.67511,1308.352523,2512.036843,3977.391668,4971.739586,11042.49529,6594.096713,104.668202,52.334101,2669.039146,2355.034541,209.336404
us 2016-01-12T03:54:00Z,1374.941168,39450.23506,1163.411758,0,158.647058,3701.764684,581.705879,423.058821,2379.705868,4865.176442,211.529411,1639.352932,105.764705,528.823526,898.999995,3172.941158,5076.705852,5764.176437,10100.52935,4865.176442,158.647058,158.647058,2538.352926,2273.941163,370.176468
us 2016-01-12T03:55:00Z,1240.186351,41681.04564,862.738331,0,323.526874,3181.347597,485.290311,539.211457,2588.214994,5068.587697,269.605729,2210.766974,53.921146,1024.501769,539.211457,2102.924683,4367.612803,5499.956863,11323.4406,5553.878009,161.763437,0,2102.924683,1887.2401,107.842291
us 2016-01-12T03:56:00Z,1545.92786,41077.51172,1104.234186,0,165.635128,3312.702558,607.328802,441.693674,2760.585465,5521.17093,276.058546,2098.044953,55.211709,607.328802,717.752221,1821.986407,3754.396232,5852.441186,10711.0716,5300.324093,110.423419,110.423419,2650.162046,2042.833244,331.270256
us 2016-01-12T03:57:00Z,1167.560912,39431.71626,902.206159,0,106.141901,3821.10844,477.638555,477.638555,2600.476577,4298.746995,265.354753,1804.412319,159.212852,796.064258,1114.489962,1857.483269,4404.888896,5943.946462,11091.82867,5678.591709,265.354753,53.070951,2016.696121,1751.341368,371.496654
us 2016-01-12T03:58:00Z,1491.669796,39863.58937,668.679564,102.873779,308.621337,2520.407586,771.553343,205.747558,2931.902702,4217.82494,205.747558,2108.91247,51.43689,668.679564,771.553343,2160.349359,3909.203603,5092.252061,10338.81479,4989.378282,205.747558,0,1697.417354,3086.213371,360.058227
us 2016-01-12T03:59:00Z,1152.701513,42073.60523,943.11942,0,261.977617,2986.54483,471.55971,366.768663,2567.380643,4925.179193,366.768663,1309.888083,104.791047,523.955233,785.93285,2095.820933,5187.156809,5239.552333,11946.17932,5449.134426,471.55971,157.18657,1729.05227,2986.54483,261.977617
,,,,,,,,,,,,,,,,,,,,,,,,,
,,45268.6978,,,,,,,,,,,,,,,,,,,,,,,